Address,Town/City,Business Type,Color,Municipality,Security,Town Population,Municipality Population
"Orlando, Soweto, 1803, South Africa",Soweto,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"1,895,921.00","5,600,000.00"
"02065 Mampona St, Moroka, Soweto, 1818, South Africa",Soweto,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"1,895,921.00","5,600,000.00"
"Mncube Dr, Dube, Soweto, 1801, South Africa",Soweto,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"1,895,921.00","5,600,000.00"
"14 Matomela St, Dobsonville, Soweto, 1863, South Africa",Soweto,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"1,895,921.00","5,600,000.00"
"http:\\/\\/schema.org"",""@type"":""EducationalOrganization"",""name"":""Letjhabile Libalele Nursing School"",""url"":""http:\\/\\/www.llns.co.za"",""naics"":""611"",""telephone"":""010 230 0005"",""address"":{""@type"":""PostalAddress"","""":""9 Jenner Road, Althea Estates, Walkerville, 1829, South Africa",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"9 Jenner Road, Althea Estates, Walkerville, 1829, South Africa",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Building 3, Bryanston Gate 170 Curzon Road Private Bag X85, Bryanston, 2021, South Africa",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"57 Cambridge Rd, Bryanston, Sandton, 2191, South Africa",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Block C, 144 Peter Rd.",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"9 Jenner Road, Althea Estates, Walkerville, 1829, South Africa",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Kyalami Est. Po Box 3087 Kyalami, Halfway House, 1684",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"5 Eshowe St, Paulshof, Sandton, 2191, South Africa",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"14 Lonehill Boulevard, Lonehill; Johannesburg, South Africa",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"10351 Copenhagen Street, Ext 9, Cosmo City",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Johannesburg, 2000, South Africa",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Johannesburg, 2000, South Africa",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Johannesburg, 2000, South Africa",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Witkoppen rd; Sandton, Gauteng",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
Prichard str,Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Randpark Ridge, Randpark Ridge Ext 23, South Africa",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Johannesburg, 2000, South Africa",Johannesburg,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"910,550.00","5,600,000.00"
"Barbeque Downs Business Park, Midrand",Midrand,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"181,411.00","5,600,000.00"
"59 Boerneef Ave, Helderkruin, 1724, South Africa",Roodepoort,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"326,416.00","5,600,000.00"
"Ext 28, Cnr Tomato and, Kei St, Protea Glen, Soweto, South Africa",Soweto,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"2,895,921.00","5,600,000.00"
"5110, Diepkloof Zone 5, Diepmeadow, 1862, South Africa",Soweto,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"3,895,921.00","5,600,000.00"
"Evaton Small Farms, Evaton, 1985, South Africa",Soweto,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"4,895,921.00","5,600,000.00"
"Soweto, South Africa",Soweto,Education,Orange,City of Johannesburg Metropolitan Municipality,N/A,"5,895,921.00","5,600,000.00"
"Jupiter Building, 47 Landmarks Ave, Samrand Business Park, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"119 Witch-Hazel Ave, Highveld Techno Park, Centurion, 0169, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Bakenkop Medical Centre, 400 Theuns Van Niekerk St, Wierdapark, Centurion, 0149, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"86 Baard Rd, Raslouw AH, Centurion, 0109, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"College Street, Zwartkop 356-Jr, Lyttelton, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"2 Mopani Rd, Hennopspark, Centurion, 0172, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"351 Abraham Kriel Rd, Thaba Tshwane, Centurion, 0183, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Christopher Rd, Eldoraigne, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"148 Willem Botha Dr, Wierdapark, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"1023 Bank Ave, Centurion Central, Centurion, 0046, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"96 Willem Botha Dr, Eldoraigne, Centurion, 0001, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"474 Theuns Van Niekerk St, Rooihuiskraal North, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Bruce St, Irene, Centurion, 0062, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"166 Springbok St, Wierdapark, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"22 Spotted Eagle St, Amberfield Crest, Centurion, 0149, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"1289 John Vorster Dr, Doringkloof, Centurion, 0062, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"20 Jean Ave, Doringkloof, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"31 Kwartsiet St, Zwartkop, Centurion, 0045, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Broadway Circle, Doringkloof, Centurion, 0062, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Hennops River Primary School Rd, Hennops Park, Lyttelton AH, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"262 Rhino Ave, Hennopspark, Centurion, 0172, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"48 Charles De Gaulle Cres, Highveld, Centurion, 0046, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"1003 Saxby Ave, Eldoraigne, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"58 Columbia Rd, Clubview, Centurion, 0014, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"1257 South St, Centurion Central, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Bakenkop Medical Centre, 400 Theuns Van Niekerk St, Wierdapark, Centurion, 0149, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"9 Jan Smuts Ave, Irene, Centurion, 0062, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"1020 Clifton Ave, Lyttelton Manor, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"1289 John Vorster Dr, Doringkloof, Centurion, 0062, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Downderry Way, Doringkloof, Centurion, 0062, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Jupiter Building, 47 Landmarks Ave, Samrand Business Park, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
Irene,Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
Charles du Gaulers,Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
Bank Ave,Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"22 Spotted Eagle St, Amberfield Crest, Centurion, 0149, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"148 Willem Botha Dr, Wierdapark, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"166 Springbok St, Wierdapark, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"61 Cardiff Rd, Clubview, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"102 Spitfire Ave, Pierre van Ryneveld Park, Centurion, 0045, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"86 Baard Rd, Raslouw AH, Centurion, 0109, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Imbongolo Ave, Olievenhoutbos Ext13, Olievenhoutbos 23, Centurion, 0187, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"48 Charles De Gaulle Cres, Highveld, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"152 Himalaya St, Laudium, Centurion, 0037, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Building 2, Crossway Office Park, 240 Lenchen Ave, Die Hoewes, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Lyttelton Manor, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Broadway Circle, Doringkloof, Centurion, 0062, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Doringkloof, Centurion, 0062, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"474 Theuns Van Niekerk St, Rooihuiskraal North, Centurion, 0157, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"Imbongolo Ave, Olievenhoutbos Ext13, Olievenhoutbos 23, Centurion, 0187, South Africa",Centurion,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"236,580.00","2,900,000.00"
"1175 Cowgill St, Queenswood, Pretoria, 0186, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"41 Henry Rd, Shere AH, Pretoria, 0081, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"849 Jacques St, Moreleta Park, Pretoria, 0181, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"674 Louise St, Pretoria Gardens, Pretoria, 0082, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"Prinshof 349-Jr, Pretoria, 0084, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"278 Soutter St, Pretoria West, Pretoria, 0183, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"Boekenhoutkloof West, Avenue, Pretoria, 0030, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"19 Prinshof St, Pretoria Central, Pretoria, 0002, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"325 De Beer St, Wonderboom South, Pretoria, 0084, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"186 Struben St, Pretoria Central, Pretoria, 0001, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"Maseko St, Mamelodi - Sixteens, Pretoria, 0122, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"614 Pretorius St, Arcadia, Pretoria, 0007, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"270 Struben St, Pretoria Central, Pretoria, 0001, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"6th Floor Navy House, 293 Madiba Street, Pretoria Central, Crn Madiba &amp; VanDerWalt",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
C\\/o R101 and Jakaranda Street,Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"263 Steve Biko Rd, Capital Park, Pretoria, 0084, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"Elandspoort 357-Jr, Pretoria, 0132, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"150 Veronica Rd, Magalieskruin, Pretoria, 0150, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"940 Pierneef St, Villieria, Pretoria, 0186, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"150 Industrial Rd, Pretoria Industrial, Pretoria, 0002, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"Old Soutpan Road, Onderstepoort, Pretoria, 0110, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"Staatsartillerie Rd, Pretoria West, Pretoria, 0183, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"Staatsartillerie Rd, Pretoria West, Pretoria, 0183, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"2 Aubrey Matlakala St, Soshanguve, Pretoria, 0001, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"Preller St, Muckleneuk, Pretoria, 0002, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"548 Alberton St, Elardus Park, Pretoria, 0047, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"Lynnwood Rd &amp; Roper St, Hatfield, Pretoria, 0002, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"138 Berg Ave, Heatherdale AH, Akasia, 0182, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"1 Ashford St, Midstream Estate, Olifantsfontein, 1692, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
"C\\/O Boeing St &amp;, Solomon Mahlangu Dr, Erasmuskloof, Pretoria, 0048, South Africa",Pretoria,Education,Orange,City of Tshwane Metropolitan Municipality,N/A,"741,651.00","2,900,000.00"
